time,settlement
2023-01-01 00:00:00.000000000,0.19016198151838526
2023-01-01 00:52:25.274527452,-0.5192763117369237
2023-01-01 01:44:50.549054905,0.2513338505267193
2023-01-01 02:37:15.823582358,0.5232747633454424
2023-01-01 03:29:41.098109810,0.5000122328863885
2023-01-01 04:22:06.372637263,-0.06619765382573095
2023-01-01 05:14:31.647164716,0.3968325228949454
2023-01-01 06:06:56.921692169,-0.45345010389685525
2023-01-01 06:59:22.196219621,0.3656265413408135
2023-01-01 07:51:47.470747074,-0.0014900326791735807
2023-01-01 08:44:12.745274527,0.8959367313080548
2023-01-01 09:36:38.019801980,0.675518864324405
2023-01-01 10:29:03.294329432,0.9960252559934821
2023-01-01 11:21:28.568856885,-0.7436430794129318
2023-01-01 12:13:53.843384338,0.6057305965993263
2023-01-01 13:06:19.117911791,0.1007589030619771
2023-01-01 13:58:44.392439243,0.7477103690610594
2023-01-01 14:51:09.666966696,-0.3062102801774649
2023-01-01 15:43:34.941494149,-0.8167194159812083
2023-01-01 16:36:00.216021602,-0.24862313448636364
2023-01-01 17:28:25.490549054,-0.16874748731340428
2023-01-01 18:20:50.765076507,-0.8498559197547759
2023-01-01 19:13:16.039603960,0.011980470372703556
2023-01-01 20:05:41.314131413,-0.48914780407548775
2023-01-01 20:58:06.588658865,0.9438186335090646
2023-01-01 21:50:31.863186318,0.7976316870987763
2023-01-01 22:42:57.137713771,-0.708999794939243
2023-01-01 23:35:22.412241224,-0.8583027824527951
2023-01-02 00:27:47.686768676,0.2625035065725503
2023-01-02 01:20:12.961296129,0.5386438981124717
2023-01-02 02:12:38.235823582,-0.9296538866056963
2023-01-02 03:05:03.510351035,-0.45209635257148273
2023-01-02 03:57:28.784878487,-0.7947769254936516
2023-01-02 04:49:54.059405940,-0.3504172925551321
2023-01-02 05:42:19.333933393,0.15353132944923242
2023-01-02 06:34:44.608460846,0.3486231178485819
2023-01-02 07:27:09.882988298,0.48747053618688807
2023-01-02 08:19:35.157515751,0.8901582296331059
2023-01-02 09:12:00.432043204,0.8488662589178841
2023-01-02 10:04:25.706570657,0.90652325432467
2023-01-02 10:56:50.981098109,-0.540157028097294
2023-01-02 11:49:16.255625562,-0.3199587617727122
2023-01-02 12:41:41.530153015,-0.3285680347174247
2023-01-02 13:34:06.804680468,-0.8255440842108808
2023-01-02 14:26:32.079207920,-0.4639133618780149
2023-01-02 15:18:57.353735373,-0.3914753552633927
2023-01-02 16:11:22.628262826,0.44501607202990856
2023-01-02 17:03:47.902790279,0.8439405237111688
2023-01-02 17:56:13.177317731,0.27772327754337645
2023-01-02 18:48:38.451845184,-0.8261804056290247
2023-01-02 19:41:03.726372637,0.6725647417813838
2023-01-02 20:33:29.000900090,-0.16594830506034675
2023-01-02 21:25:54.275427542,0.5511689931011885
2023-01-02 22:18:19.549954995,0.5886389522953781
2023-01-02 23:10:44.824482448,0.9122929065507017
2023-01-03 00:03:10.099009900,0.2315661667370572
2023-01-03 00:55:35.373537353,-0.7376563499855449
2023-01-03 01:48:00.648064806,-0.41575131260970255
2023-01-03 02:40:25.922592259,0.2055140466269103
2023-01-03 03:32:51.197119711,0.9710073298170547
2023-01-03 04:25:16.471647164,0.7888292956206673
2023-01-03 05:17:41.746174617,0.20674815403568791
2023-01-03 06:10:07.020702070,0.08274104525671833
2023-01-03 07:02:32.295229522,-0.2080762195422321
2023-01-03 07:54:57.569756975,0.8240492900544552
2023-01-03 08:47:22.844284428,0.750138399767522
2023-01-03 09:39:48.118811881,-0.15554982412673768
2023-01-03 10:32:13.393339333,0.5620665125622648
2023-01-03 11:24:38.667866786,0.01921368750348118
2023-01-03 12:17:03.942394239,-0.27768084396525916
2023-01-03 13:09:29.216921692,-0.12721687769564238
2023-01-03 14:01:54.491449144,0.10090185777607297
2023-01-03 14:54:19.765976597,0.9041180540473064
2023-01-03 15:46:45.040504050,-0.7880493380794098
2023-01-03 16:39:10.315031503,-0.6267610517807325
2023-01-03 17:31:35.589558955,0.5221447128024532
2023-01-03 18:24:00.864086408,0.525313018130759
2023-01-03 19:16:26.138613861,-0.22365566961561667
2023-01-03 20:08:51.413141314,0.6801706951803894
2023-01-03 21:01:16.687668766,-0.06764078339574131
2023-01-03 21:53:41.962196219,-0.540979936422074
2023-01-03 22:46:07.236723672,-0.9218205875041623
2023-01-03 23:38:32.511251125,0.6041040237736273
2023-01-04 00:30:57.785778577,0.9918330737936571
2023-01-04 01:23:23.060306030,-0.6043859267388099
2023-01-04 02:15:48.334833483,0.5359139108209465
2023-01-04 03:08:13.609360936,0.870996675101507
2023-01-04 04:00:38.883888388,-0.9049633051547326
2023-01-04 04:53:04.158415841,0.8561696984258156
2023-01-04 05:45:29.432943294,-0.15544968049881525
2023-01-04 06:37:54.707470747,-0.8661542744655355
2023-01-04 07:30:19.981998199,-0.09267041636079165
2023-01-04 08:22:45.256525652,0.7605984003395587
2023-01-04 09:15:10.531053105,-0.6651009510562571
2023-01-04 10:07:35.805580558,-0.7967803502009079
2023-01-04 11:00:01.080108010,-0.9510788779598398
2023-01-04 11:52:26.354635463,0.7604186224679248
2023-01-04 12:44:51.629162916,-0.4284883615402255
2023-01-04 13:37:16.903690369,0.09999373240489029
2023-01-04 14:29:42.178217821,0.2639099050600384
2023-01-04 15:22:07.452745274,-0.08547438447910216
