time,settlement
2023-01-01 00:00:00.000000000,0.7545562353661321
2023-01-01 00:52:25.274527452,0.3174526165541416
2023-01-01 01:44:50.549054905,-0.893893857624593
2023-01-01 02:37:15.823582358,-0.4240281148774905
2023-01-01 03:29:41.098109810,-0.14760331630421875
2023-01-01 04:22:06.372637263,0.7019428917233494
2023-01-01 05:14:31.647164716,-0.4445517372903436
2023-01-01 06:06:56.921692169,0.487139937518946
2023-01-01 06:59:22.196219621,0.7548841931191961
2023-01-01 07:51:47.470747074,0.7036005992455918
2023-01-01 08:44:12.745274527,0.6447834221096567
2023-01-01 09:36:38.019801980,0.6784041347443879
2023-01-01 10:29:03.294329432,0.7109323273689965
2023-01-01 11:21:28.568856885,-0.8919589587516601
2023-01-01 12:13:53.843384338,-0.07009239978663317
2023-01-01 13:06:19.117911791,-0.1449560881641343
2023-01-01 13:58:44.392439243,-0.6492846121685221
2023-01-01 14:51:09.666966696,-0.10889005984541544
2023-01-01 15:43:34.941494149,-0.3768423419866378
2023-01-01 16:36:00.216021602,0.880032331437562
2023-01-01 17:28:25.490549054,0.15624122097181647
2023-01-01 18:20:50.765076507,0.3333078028036951
2023-01-01 19:13:16.039603960,-0.8185532269754312
2023-01-01 20:05:41.314131413,0.5499636065525055
2023-01-01 20:58:06.588658865,0.075722606169633
2023-01-01 21:50:31.863186318,0.6083633749437598
2023-01-01 22:42:57.137713771,-0.4645352902163702
2023-01-01 23:35:22.412241224,-0.6081952600221958
2023-01-02 00:27:47.686768676,-0.03616389218164939
2023-01-02 01:20:12.961296129,-0.7146728133149569
2023-01-02 02:12:38.235823582,0.6385556188716834
2023-01-02 03:05:03.510351035,0.7924198788958123
2023-01-02 03:57:28.784878487,0.5111913167074313
2023-01-02 04:49:54.059405940,-0.818425787530225
2023-01-02 05:42:19.333933393,-0.5121046112607763
2023-01-02 06:34:44.608460846,0.9653407038144544
2023-01-02 07:27:09.882988298,0.4388751907080106
2023-01-02 08:19:35.157515751,0.35730794751149064
2023-01-02 09:12:00.432043204,-0.4218248224463572
2023-01-02 10:04:25.706570657,-0.8220053901535531
